"filename","path","pine_version","detected_type","family","sr_flags","functions","identifiers","related_files","suggested_v6_name","content_sample"
"VPP-08.pine","D:\work\coding\trading\indicators\vp\VPP-08.pine","5","indicator","PA","request.security","f_get_timeframe_mode;f_price_to_index;f_calculate_value_area;f_find_and_draw_nodes;f_vp_summary_local;max;min","var GRP_PROFILE;profile_selector;var GRP_CORE;vp_lookback_depth_custom;intraday_mode_custom;session_focus_custom;intraday_lookback_days_custom;vp_num_levels;var GRP_EXEC;execution_sensitivity;auto_adjust_tf;vp_bar_width;vp_right_offset;var GRP_VP;vp_volume_type;vp_va_percent;intraday_va_percent;vp_vol_color;vp_show_poc;vp_poc_color;vp_show_va;vp_va_color;vp_show_hva;vp_hva_threshold;vp_hva_color;vp_show_va_lines;vp_va_line_color;vp_va_line_width;var GRP_ADV_SESSION;session_weight_custom;intraday_start_hour;intraday_end_hour;var GRP_STRUCT;structure_show_nodes;structure_hvn_threshold;structure_lvn_threshold;structure_hvn_color;structure_lvn_color;var GRP_TABLE;table_pos;var int vp_lookback_depth;var int intraday_lookback_days;var bool intraday_mode;var bool session_focus;if profile_selector;else if profile_selector;var box     poc_box;var int     last_calc_bar;var float   price_high;var float   price_low;var float   price_step;var float   prev_poc_price;var line    vah_line;var line    val_line;var table   info_table;var label   status_label;var string  last_table_pos;string tf_str;target_volume;va_volume;va_upper;va_lower;vol_above;vol_below;va_lower -;hvn_vol_threshold;lvn_vol_threshold;in_hvn_zone;hvn_start_idx;for i;is_hvn;in_lvn_zone;lvn_start_idx;is_lvn;enable_htf_vp;htf_tf;htf_lookback;htf_levels;htf_va_percent;vol_local;for _;ph;pl;step;for b;tp;idx;maxv;poc_i;total_vol;for i2;target;va_vol;va_up;va_dn;vol_up;vol_dn;va_dn -;poc_price_local;va_low_local;va_high_local;var line htf_poc_line;var line htf_vah_line;var line htf_val_line;var float poc_htf;var float vah_htf;var float val_htf;tf_mode;tf_minutes;base_update_freq;final_update_freq;avg_len;avg_vol_norm;cur_vol_norm;vol_thresh;move_thresh;vol_spike;price_move;needs_update;new_day_flag_series;bars_since_new_day_series;bars_per_day;int effective_lookback;tmp_look;price_high_all;price_low_all;price_step_all;is_bullish;include_volume;normalized_vol;age_decay_tf;age_decay;age_weight;session_weight_factor;h;in_window;weighted_volume;body_ratio;typical_price;price_range;start_idx;end_idx;denom;dist_denom;for j;level_price;distance_factor;weight;distributed_vol;max_vol;poc_idx;poc_price;va_percentage;x_base;level_volume;bar_length;is_in_va;is_hva;is_poc;box_color;pos;mode_str;poc_color_dyn;poc_display","VPP5.pine(7);VPP-07.pine(7);VPP-05.pine(7);VPP42.pine(7);VPP-06.pine(7);VPP41.pine(6);PI-18.pine(6);VPP4.pine(6);PI-14.pine(4);VP-01.pine(4)","","//@version=5 | // TITLE: VP Production v4.2 (Final Build) | // DESC: A production-ready, feature-complete Volume Profile indicator with preset profiles and automated structure analysis. | indicator(title='VP Production v4.3 (Final Build)', shorttitle='VP Prod v4.3', overlay=true, max_bars_back=5000, max_boxes_count=500, max_lines_count=500, dynamic_requests=true) |  | // === INPUTS === | var GRP_PROFILE = ""???? 1. Master Profile"" | profile_selector = input.string(""LTF Sniper"", ""Setting Profile"", options=[""HTF Strategist"", ""LTF Sniper"", ""Custom""], group=GRP_PROFILE, tooltip=""Ch???n m???t c???u h??nh c??i ?????t s???n ho???c 'Custom' ????? t??? ch???nh tay."") |  | var GRP_CORE = ""2. Core Settings (Custom)"""
"VPP5.pine","D:\work\coding\trading\indicators\vp\VPP5.pine","5","indicator","PA","request.security","f_get_timeframe_mode;f_price_to_index;f_calculate_value_area;f_find_and_draw_nodes;f_vp_summary_local;max;min","var GRP_PROFILE;profile_selector;var GRP_CORE;vp_lookback_depth_custom;intraday_mode_custom;session_focus_custom;intraday_lookback_days_custom;vp_num_levels;var GRP_EXEC;execution_sensitivity;auto_adjust_tf;vp_bar_width;vp_right_offset;show_status_label;enable_htf_vp;htf_tf;htf_lookback;htf_levels;htf_va_percent;htf_color_poc;htf_color_va;var GRP_VP;vp_volume_type;vp_va_percent;intraday_va_percent;vp_vol_color;vp_show_poc;vp_poc_color;vp_show_va;vp_va_color;vp_show_hva;vp_hva_threshold;vp_hva_color;vp_show_va_lines;vp_va_line_color;vp_va_line_width;var GRP_ADV_SESSION;session_weight_custom;intraday_start_hour;intraday_end_hour;var GRP_STRUCT;structure_show_nodes;structure_hvn_threshold;structure_lvn_threshold;structure_hvn_color;structure_lvn_color;var GRP_TABLE;table_pos;var int   vp_lookback_depth;var int   intraday_lookback_days;var bool  intraday_mode;var bool  session_focus;if profile_selector;else if profile_selector;var box     poc_box;var int     last_calc_bar;var float   price_high;var float   price_low;var float   price_step;var float   prev_poc_price;var line    vah_line;var line    val_line;var table   info_table;var label   status_label;var string  last_table_pos;var line htf_poc_line;var line htf_vah_line;var line htf_val_line;var float poc_htf;string tf_str;target_volume;va_volume;va_upper;va_lower;vol_above;vol_below;va_lower -;hvn_vol_threshold;lvn_vol_threshold;in_hvn_zone;hvn_start_idx;for i;is_hvn;in_lvn_zone;lvn_start_idx;is_lvn;vol_local;for _;ph;pl;step;for b;tp;idx;maxv;poc_i;total_vol;for i2;target;va_vol;va_up;va_dn;vol_up;vol_dn;va_dn -;poc_price_local;vah_local;val_local;tf_mode;tf_minutes;base_update_freq;final_update_freq;avg_len;avg_vol_norm;cur_vol_norm;vol_thresh;move_thresh;vol_spike;price_move;needs_update;new_day_flag_series;bars_since_new_day_series;bars_per_day;int effective_lookback;tmp_look;price_high_all;price_low_all;price_step_all;poc_start_x;poc_end_x;is_bullish;include_volume;normalized_vol;age_decay_tf;age_decay;age_weight;session_weight_factor;h;in_window;weighted_volume;body_ratio;typical_price;price_range;start_idx;end_idx;denom;dist_denom;for j;level_price;distance_factor;weight;distributed_vol;max_vol;poc_idx;poc_price;va_percentage;x_base;level_volume;bar_length;is_in_va;is_hva;is_poc;box_color;max_vol2;poc_idx2;poc_price2;va_pct2;pos;mode_str;poc_color_dyn;poc_display","VPP-08.pine(7);VPP-07.pine(7);VPP-05.pine(7);VPP42.pine(7);VPP-06.pine(7);VPP41.pine(6);PI-18.pine(6);VPP4.pine(6);PI-14.pine(4);VP-02.pine(4)","","//@version=5 | // TITLE: VP Production v5 (VPP5) + HTF Lines | // DESC: Gi??? nguy??n engine VP c???a VPP43, b??? sung 3 ???????ng HTF POC/VAH/VAL qua request.security (no repaint). | indicator(title='VP Production v5', shorttitle='VPP5', overlay=true, max_bars_back=5000, max_boxes_count=500, max_lines_count=500, dynamic_requests=true) |  | // === INPUTS === | var GRP_PROFILE = ""???? 1. Master Profile"" | profile_selector = input.string(""LTF Sniper"", ""Setting Profile"", options=[""HTF Strategist"", ""LTF Sniper"", ""Custom""], group=GRP_PROFILE, tooltip=""Ch???n preset ho???c Custom."") |  | var GRP_CORE = ""2. Core Settings (Custom)"""
"Claude PLS.pine","D:\work\coding\trading\indicators\vsa\Claude PLS.pine","5","indicator","vsa","","f_safeSum;getTimeframePeriod;validateInputs;isNearVA;addSupportLine;addResistanceLine;calculateValueArea","_sum;_validBars;for i;tf;else if tf;_lookback;_volMult;_climaxLB;_scoreLB;var string GRP_DISPLAY;showScoreOnBars;scoreLabelOffset;textColorOption;showInfoPanel;showLegend;legendPosition;var string GRP_VP;showVALines;useAutoLookback;vpLookback_1m;vpLookback_5m;vpLookback_15m;vpLookback_manual;vpProximityPercent;var string GRP_TR_LINES;showTRLines;trLineOffset;maxLines;var string GRP_SIGNALS;showSpringUpthrust;showNoSupplyDemand;showClimacticVol;showStoppingVol;showEffortVsResult;var string GRP_PARAMS;lookback_input;volMultiplier_input;lowVolMultiplier;climaxLookback_input;scoreLookback_input;var string GRP_TREND;useTrendFilter;emaLength;var string GRP_ALERTS;enableAlerts;alertOnStrong;alertOnVATouch;var color dynamicTextColor;var float dPOC;var float dVAH;var float dVAL;var line pocLine;var line vahLine;var line valLine;currentTF;int vpLookback;float lookback_high;float lookback_low;barRange;avgVolume;closeLocation;trendEma;plotRightOffset;var float bullishSignal;var float bearishSignal;isDownBar;isUpBar;pocDiff;vahDiff;valDiff;oldLine;newLine;color;rowCount;step_price;total_volume;validBars;vol;price;price_row_index;currentVol;poc_volume;poc_index;if poc_index;poc_price;va_volume_target;va_volume_current;up_index;down_index;vol_up;vol_down;if vol_up;down_index -;vah_price;val_price;lowestLow;isSpring;isNearVALevel;signalText;style;highestHigh;isUpthrust;isClimacticVol;isNarrowRange;isLowVolume;isStoppingVol;isHighVolume;barScore;vsaScore;scoreColor;yPosition;yloc;strongBullish;strongBearish;priceNearVA;var table legendTable;var table infoTable;bgcolor;isUptrend;trendText;trendColor;volRatio;volText;volColor;biasText;biasColor;vaStatus;vaColor;legendPos;text_halign","PI-02.pine(2);PI-09.pine(1);PI-11.pine(1);PI-01.pine(1);PI-15.pine(1);PI-04.pine(1);PLS original.pine(1);PI-12.pine(1);PI-03.pine(1);PI-08.pine(1)","","// ?? 2025 Gemini AI - Phi's Trade System VSA (v12.0 Enhanced) | // @version=5 | // C???I THI???N: S???a l???i logic nghi??m tr???ng, t???i ??u hi???u su???t, th??m alert system | indicator(""VSA v12.0 Enhanced"", shorttitle=""VSA v12.0"", overlay=true, max_labels_count=500) |  | // --- PH???N 0: C??C H??M T??Y CH???NH (IMPROVED) --- | // C???i thi???n h??m t??nh t???ng v???i validation | f_safeSum(source, length) => |     if length <= 0 or na(source) |         0.0"
"SMPA-03.pine","D:\work\coding\trading\indicators\vsa\SMPA-03.pine","5","indicator","vsa","alertcondition","vsa_f_percentileRank;vsa_f_safeDiv;vsa_f_create_or_push_label;vsa_f_analyzeBar;vsa_f_getMarketContext","BULLISH_LEG;BEARISH_LEG;BULLISH;BEARISH;GREEN;RED;BLUE;GRAY;MONO_BULLISH;MONO_BEARISH;HISTORICAL;PRESENT;COLORED;MONOCHROME;ALL;BOS;CHOCH;TINY;SMALL;NORMAL;ATR;RANGE;CLOSE;HIGHLOW;SOLID;DASHED;DOTTED;SMART_GROUP;INTERNAL_GROUP;SWING_GROUP;BLOCKS_GROUP;EQUAL_GROUP;GAPS_GROUP;LEVELS_GROUP;ZONES_GROUP;modeTooltip;styleTooltip;showTrendTooltip;showInternalsTooltip;internalFilterConfluenceTooltip;showStructureTooltip;showSwingsTooltip;showHighLowSwingsTooltip;showInternalOrderBlocksTooltip;showSwingOrderBlocksTooltip;orderBlockFilterTooltip;orderBlockMitigationTooltip;showEqualHighsLowsTooltip;equalHighsLowsLengthTooltip;equalHighsLowsThresholdTooltip;showFairValueGapsTooltip;fairValueGapsThresholdTooltip;fairValueGapsTimeframeTooltip;fairValueGapsExtendTooltip;showPremiumDiscountZonesTooltip;modeInput;styleInput;showTrendInput;showInternalsInput;showInternalBullInput;internalBullColorInput;showInternalBearInput;internalBearColorInput;internalFilterConfluenceInput;internalStructureSize;showStructureInput;showSwingBullInput;swingBullColorInput;showSwingBearInput;swingBearColorInput;swingStructureSize;showSwingsInput;swingsLengthInput;showHighLowSwingsInput;showInternalOrderBlocksInput;internalOrderBlocksSizeInput;showSwingOrderBlocksInput;swingOrderBlocksSizeInput;orderBlockFilterInput;orderBlockMitigationInput;internalBullishOrderBlockColor;internalBearishOrderBlockColor;swingBullishOrderBlockColor;swingBearishOrderBlockColor;showEqualHighsLowsInput;equalHighsLowsLengthInput;equalHighsLowsThresholdInput;equalHighsLowsSizeInput;showFairValueGapsInput;fairValueGapsThresholdInput;fairValueGapsTimeframeInput;fairValueGapsBullColorInput;fairValueGapsBearColorInput;fairValueGapsExtendInput;showDailyLevelsInput;dailyLevelsStyleInput;dailyLevelsColorInput;showWeeklyLevelsInput;weeklyLevelsStyleInput;weeklyLevelsColorInput;showMonthlyLevelsInput;monthlyLevelsStyleInput;monthlyLevelsColorInput;showPremiumDiscountZonesInput;premiumZoneColorInput;equilibriumZoneColorInput;discountZoneColorInput;var string VSA_GROUP;vsa_showVSA;vsa_volLookback;vsa_rangeLookback;vsa_swingLookback;vsa_climaxLookback;var string VSA_THRESH;vsa_volThresholdMethod;vsa_wideSpreadMultiplier;vsa_narrowSpreadMultiplier;vsa_highVolumePercentile;vsa_lowVolumePercentile;vsa_climaxVolumePercentile;vsa_zHighThreshold;vsa_zClimaxThreshold;vsa_zLowThreshold;var string VSA_DISPLAY;vsa_showDebugInfo;vsa_showVolumeAnalysis;vsa_showSignalLabels;vsa_showLabelOnConfirmed;vsa_alertCooldownBars;rank;current;for i;_length;l;maxLabels;var bool vsa_isSpring;var bool vsa_isUpthrust;var bool vsa_isSellingClimax;var bool vsa_isBuyingClimax;var bool vsa_isNoSupply;var bool vsa_isNoDemand;var bool vsa_isStoppingVolume;var bool vsa_isEffortVsResult;var bool vsa_ensembleReady;var int  vsa_lastEnsembleAlertBar;currentSpread;avgSpread;isWide;isNarrow;volPercentile;volMean;volStd;volZ;volMedian;absDev;mad;madScaled;robustZ;isHighVol;if vsa_volThresholdMethod;isLowVol;isClimaxVol;closeLocation;effort;result;isUpBar;isDownBar;isDoji;recentHigh;recentLow;closeSmaSwing;uptrend;downtrend;swingRange;nearRes;nearSup;vsa_volSma;vsa_closeSma10;vsa_hasClimaxVolume_sc;vsa_hasWideSpread_sc;vsa_nearLows_sc;vsa_goodCloseLocation_sc;vsa_recentSelling;vsa_hasClimaxVolume_bc;vsa_hasWideSpread_bc;vsa_nearHighs_bc;vsa_poorCloseLocation_bc;vsa_recentBuying;vsa_noRecentHeavySelling;vsa_noRecentHeavyBuying;var table vsa_dbg;vsa_robustClimax;vsa_percClimax;vsa_strongEnsemble","","","//@version=5 | // ============================================================================ | // SM Price Action + VSA (Strict VSA) combined | // Generated: combine SMPA-ORG + VSA Pro (Strict) | // @version=5 | indicator('SM Price Action + VSA (Strict)', 'SMPA+VSA', overlay = true, max_labels_count = 500, max_lines_count = 500, max_boxes_count = 500) |  | // ======================================================= | // ----------------- SMPA original content ---------------- | // (kept as provided; ...existing code... indicates unchanged blocks)"
"VSA-01.pine","D:\work\coding\trading\indicators\vsa\VSA-01.pine","5","indicator","vsa","alertcondition","f_percentileRank;f_safeDiv;f_analyzeBar;f_getMarketContext;f_create_or_push_label","var string GRP_VSA;volLookback;rangeLookback;swingLookback;climaxLookback;var string GRP_THRESHOLDS;volThresholdMethod;wideSpreadMultiplier;narrowSpreadMultiplier;highVolumePercentile;lowVolumePercentile;climaxVolumePercentile;zHighThreshold;zClimaxThreshold;zLowThreshold;var string GRP_DISPLAY;showDebugInfo;showVolumeAnalysis;showSignalLabels;showLabelOnConfirmed;alertCooldownBars;rank;current;for i;_length;currentSpread;avgSpread;isWide;isNarrow;volPercentile;volMean;volStd;volZ;volMedian;absDev;mad;madScaled;robustZ;isHighVol;isLowVol;isClimaxVol;closeLocation;effort;result;isUpBar;isDownBar;isDoji;recentHigh;recentLow;closeSmaSwing;uptrend;downtrend;swingRange;nearRes;nearSup;volSma;closeSma10;isSpring;isUpthrust;hasClimaxVolume_sc;hasWideSpread_sc;nearLows_sc;goodCloseLocation_sc;recentSelling;isSellingClimax;hasClimaxVolume_bc;hasWideSpread_bc;nearHighs_bc;poorCloseLocation_bc;recentBuying;isBuyingClimax;noRecentHeavySelling;isNoSupply;noRecentHeavyBuying;isNoDemand;isStoppingVolume;isEffortVsResult;lbls;l;var table dbg;var int _lastEnsembleAlertBar;robustClimax;percClimax;strongEnsemble;ensembleReady","PI-06.pine(1);PI-03.pine(1);PI-09.pine(1);PICE-03.pine(1);PI-04.pine(1);PI-08.pine(1);PI-01.pine(1);PI-12.pine(1);PI-11.pine(1);KVS 30.pine(1)","","// ============================================================================ |  | // PROFESSIONAL VSA ENGINE - STRICT VSA / WYCKOFF DNA |  | //@version=5 | indicator(""Professional VSA Engine (Strict VSA)"", shorttitle=""VSA Pro (Strict)"", overlay=true, max_labels_count=500) |  | // === CORE VSA PARAMETERS === | var string GRP_VSA = ""???? VSA Core Settings"" |     volLookback      = input.int(20, ""Volume Analysis Period"", group=GRP_VSA, minval=5, maxval=100) // ...existing code..."
"VSA-02.pine","D:\work\coding\trading\indicators\vsa\VSA-02.pine","6","indicator","vsa","alertcondition;pine-v6","f_calculateZScore","var string GRP_VSA;lengthVolumeMA;vsa_zscore_sensitivity;var string GRP_CVD;anchorInput;cvdLookback;cvdTransparency;cvdBullColor;cvdBearColor;var string GRP_ANALYSIS;showDashboard;var table dashboard;mean;std_dev;vol_zscore;volumeMA;bool isUltraHigh;bool isVeryHigh;bool isHigh;bool isNormal;bool isLow;bool isVeryLow;cvd_delta_current_bar;cvd_delta_since_anchor;bool isAccumulationBar;bool isDistributionBar;vsaColor;volumeScaleMax;cvdMax;cvdMin;cvdRange;scaleFactor;scaledOpen;scaledHigh;scaledLow;scaledClose;cvdIsBull;cvdBodyColor;float cvd_current;float cvd_anchor;float cvd_delta_perbar;float cvd_total_delta;string cvdText;string cvdDeltaPerBarText;string cvdDeltaAnchorText;float curVol;string volText;string volConfirm;string volInfo;string volPrioText;color volPrioColor;bgcolor_ultra;dataTextColor;string confidenceText","KVS 30.pine(1);Vol+CVD.pine(1);CVD Pro.pine(1);VSA-04.pine(1)","VSA-02 V6.pine","//@version=6 | indicator(""VSA Volume + CVD (Analysis Engine)"", ""VSA+CVD v2.5"", format=format.volume, precision=0) |  | import TradingView/ta/8 |  | // ============================================================================================== | // VSA & VAD SETTINGS | // ============================================================================================== | var string GRP_VSA = ""VSA Volume Settings"" | lengthVolumeMA = input.int(20, title=""Length of Volume MA"", minval=1, group=GRP_VSA)"
"VSA-04.pine","D:\work\coding\trading\indicators\vsa\VSA-04.pine","6","indicator","vsa","alertcondition;pine-v6","f_calculateZScore","var string GRP_VSA;lengthVolumeMA;vsa_zscore_sensitivity;var string GRP_CVD;anchorInput;cvdLookback;cvdTransparency;cvdBullColor;cvdBearColor;var string GRP_ANALYSIS;showDivergence;divLookback;showDashboard;var table dashboard;mean;std_dev;vol_zscore;volumeMA;bool isUltraHigh;bool isVeryHigh;bool isHigh;bool isNormal;bool isLow;bool isVeryLow;var float bar_open_cvd;timeChange;cvd_delta_current_bar;cvd_delta_since_anchor;pricePivotHigh;pricePivotLow;cvdPivotHigh;cvdPivotLow;prevPricePivotHigh;prevCvdPivotHigh;prevPricePivotLow;prevCvdPivotLow;bearDiv;bullDiv;bool isAccumulationBar;bool isDistributionBar;vsaColor;volumeScaleMax;cvdMax;cvdRange;scaledOpen;cvdIsBull;cvdBodyColor;float cvd_current;float cvd_open_bar;float cvd_delta_perbar;float cvd_total_delta;string cvdText;string cvdDeltaPerBarText;string cvdDeltaAnchorText;float curVol;string volText;string volConfirm;string volInfo;string volPrioText;color volPrioColor;bgcolor_ultra;dataTextColor;string confidenceText","KVS 30.pine(1);Vol+CVD.pine(1);CVD Pro.pine(1);VSA-02.pine(1)","VSA-04 V6.pine","//@version=6 | indicator(""VSA Volume + CVD (Analysis Engine)"", ""VSA+CVD v2.5"", format=format.volume, precision=0) |  | import TradingView/ta/8 |  | // ============================================================================================== | // VSA & VAD SETTINGS | // ============================================================================================== | var string GRP_VSA = ""VSA Volume Settings"" | lengthVolumeMA = input.int(20, title=""Length of Volume MA"", minval=1, group=GRP_VSA)"
"VSAScalpPro20.pine","D:\work\coding\trading\indicators\vsa\VSAScalpPro20.pine","5","indicator","vsa","alertcondition","f_getLabelSize;f_getATR;f_calculateSpacing;f_findSafePosition;f_cleanOldLabels;f_addLabelSafe;f_safeDivision;f_calculateMomentum;f_analyzeBarScalp;f_calculateValueAreaFast;f_isNearVA;f_processScalpSignal","var float VALUE_AREA_PERCENT;var float CLIMAX_VOL_THRESHOLD;var float MIN_PRICE_RANGE;var int VA_UPDATE_INTERVAL;var float VA_PRICE_MOVE_THRESHOLD;var string GRP_UI;labelSpacingMode;minLabelDistance;labelPriority;maxLabelsPerBar;labelAlignment;hideWeakSignals;useCompactLabels;labelSize;var string GRP_SCALP;scalpMode;useQuickSignals;showMomentum;alertOnSignal;minScoreThreshold;var string GRP_DISPLAY;showInfoPanel;panelPosition;showVALines;showSignalBackground;showScoreLine;var string GRP_VP;vpLookback;vpProximityPercent;vaRowCount;vaLineExtend;var string GRP_SIGNALS;enableSpringUT;enableRapidReverse;enableVolumeSpike;enableMomentumShift;enableQuickTest;enableExhaustion;var string GRP_PARAMS;lookbackH_L;volLookback;volMultiplier;lowVolMultiplier;momentumPeriod;var string GRP_TREND;useEMARibbon;ema1Length;ema2Length;ema3Length;showEMACloud;var string GRP_RISK;showRiskLevels;stopLossATR;targetATR;showRRRatio;var float cached_dPOC;var float cached_dVAH;var float cached_dVAL;var int last_va_bar;var bool va_cache_valid;var LabelManager labelMgr;var table infoPanel;var int lastSignalBar;var float lastSignalPrice;var string lastSignalType;atr;spacingMultiplier;spacing;safePrice;attempts;maxAttempts;collision;for i;existingPrice;if labelAlignment;offset;else if labelAlignment;direction;lookback;i;barNum;oldLabel;i -;labelsThisBar;newLabel;oldestLabel;mom;_range;_avgRange;_avgVolume;_isNarrow;_isWide;_isHighVol;_isLowVol;_location;_momentum;_volumeRatio;rowCount;lookback_high;lookback_low;step_price;price_rows;volume_rows;total_volume;vol;price;price_row_index;poc_volume;poc_index;_dPOC;va_volume_target;va_volume_current;up_index;down_index;down_index -;_dVAH;_dVAL;pocDiff;vahDiff;valDiff;modeMultiplier;adjustedScore;isNearVA;displayText;bar;ema1;ema2;ema3;trendStrength;isUptrend;lowest_low_val;highest_high_val;shouldUpdateVA;bullishScore;bearishScore;checkBar;isBarDown;isBarHighVol;barLocation;isSpring;isRapidReverseUp;isVolumeSpikeUp;isMomentumShiftUp;isQuickTestSupport;isExhaustionBottom;isUpthrust;isRapidReverseDown;isVolumeSpikeDown;isMomentumShiftDown;isQuickTestResistance;isExhaustionTop;totalScore;p1;p2;p3;oldLine;pocLine;color;vahLine;valLine;strongSignal;momOffset;momText;momColor;momPrice;showMomArrow;labelPrice;textcolor;if showRiskLevels and lastSignalBar;riskLineExtend;slPrice;tpPrice;slLine;tpLine;rrRatio;rrText;rrPrice;style;panelPos;border_width;trendText;trendColor;scoreColor;volText;volColor;rangeText;rangeColor;nearVA;text_color;barsAgo;lastSigText;actionText;actionColor;actionBg","SCALP-01.pine(12);SCALP-02.pine(12);PI-03.pine(2);PI-09.pine(2);PI-04.pine(2);PI-08.pine(2);PI-06.pine(2);PI-11.pine(2);PI-12.pine(2);PI-01.pine(1)","","// ?? 2025 VSA Scalping Engine - UI Optimized Version | // @version=5 | // UI OPTIMIZED: Tr??nh labels ch???ng ch??o, spacing t???t h??n | indicator(""VSA Scalping Engine Pro"", shorttitle=""VSA Scalp"", overlay=true, max_labels_count=500) |  | // === SCALPING CONSTANTS === | var float VALUE_AREA_PERCENT = 0.68 | var float CLIMAX_VOL_THRESHOLD = 0.90 | var float MIN_PRICE_RANGE = 0.00001 | var int VA_UPDATE_INTERVAL = 5"
"Wish 5.2 hybrid.pine","D:\work\coding\trading\indicators\wyckoff\Wish 5.2 hybrid.pine","5","indicator","wyckoff","request.security","f_add_label;f_draw_poi_box","style_group;trading_style;color_candles;core_group;show_bg;show_wyckoff_labels;analysis_mode;is_scalping;vol_lookback_def;vol_mult_def;range_mult_def;pivot_len_def;micro_range_len_def;vol_lookback;vol_mult;range_mult;atr_len;micro_cooldown;poi_struct_group;show_kv_zones;show_ob_zones;show_sw_hl;highlight_context_poi;poi_extend_bars;poi_max_active_zones;pivot_len;kv_wick_mult;entry_group;show_entries;show_traps;entry_throttle;htf_confirm_tf;use_momentum_filter;show_risk_levels;sl_atr_mult;tp1_atr_mult;vol_sma;atr_val;ema21;var int   phase;var float tr_high;var float tr_low;var int tr_start_bar;var int last_event_bar;var int last_spring_bar;var int last_ut_bar;var int last_sos_bar;var int last_sow_bar;var float strong_high;var float strong_low;var int micro_last_event_bar;if analysis_mode;is_vol_spike;is_wide_range_bear;is_wide_range_bull;if phase;is_sos;is_sow;micro_high;micro_low;is_sweep_low;is_sweep_high;is_contextual;final_color;b;old_box;kv_zone_len_local;spread;kv_lowest_prev;kv_highest_prev;kv_cross_under;kv_cross_over;kv_bull;kv_bear;do_draw_kv_bull;do_draw_kv_bear;int ob_bear_idx;last_bear_idx;for i;int ob_bull_idx;last_bull_idx;p_high;p_low;is_strong_h;is_strong_l;htf_is_bull;htf_is_bear;var int last_buy_bar;var int last_sell_bar;is_no_supply;is_no_demand;is_in_bull_poi;is_in_bear_poi;bx;momentum_ok_bull;buy_context;sl;tp1;momentum_ok_bear;sell_context;bg_c;var box tr_box","WSH-04.pine(2);WSH-03.pine(2);WSH Velo.pine(2);WSH-01.pine(2)","","//@version=5 | // Wyckoff-SMC Hybrid v5.2 - Patched & Upgraded | indicator(""Wyckoff-SMC Hybrid [v5.2 Patched]"", ""WSH v5.2"", overlay=true, max_labels_count=500, max_boxes_count=200) |  | // ============================================================================= | // I. INPUTS | // ============================================================================= | // --- 0. General Settings --- | style_group = ""0. General Settings"" | trading_style = input.string(""Scalping"", ""Trading Style"", options=[""Day/Swing Trading"", ""Scalping""], group=style_group)"
"WSH-01.pine","D:\work\coding\trading\indicators\wyckoff\WSH-01.pine","5","indicator","wyckoff","request.security","bars_ready;f_add_label;f_draw_poi_box","core_group;show_bg;show_wyckoff_labels;vol_lookback;vol_mult;range_mult;atr_len;poi_group;show_kv_zones;show_ob_zones;highlight_context_poi;poi_extend_bars;poi_max_active_zones;kv_zone_len;kv_wick_mult;struct_group;show_sw_hl;show_liquidity;pivot_len;liquidity_atr_mult;signal_group;show_traps;show_entries;entry_throttle;htf_confirm_tf;risk_group;show_risk_levels;sl_atr_mult;tp1_atr_mult;tp2_atr_mult;tp3_atr_mult;vol_sma;atr_val;is_vol_spike;is_wide_range_bear;is_wide_range_bull;var int   phase;var float tr_high;var float tr_low;var int   tr_start_bar;var int   last_event_bar;var int   last_spring_bar;var int   last_ut_bar;var int   last_sos_bar;var int   last_sow_bar;var float last_swing_high;var float last_swing_low;var float strong_high;var float strong_low;var int last_bear_off;var int last_bull_off;var int last_buy_bar;var int last_sell_bar;lowest20_raw;highest20_raw;lowest20_1;highest20_1;ema21;lookback_len;len_eff;len_clamped;range_lowest_all;range_highest_all;range_lowest;range_highest;htf_close;htf_ema50;htf_is_bull;htf_is_bear;is_contextual;final_color;left_x;right_x;b;old_box;old_flag;if phase;is_st_bear;is_st_bull;is_spring_vol_ok;is_ut_vol_ok;is_sos;is_sow;kv_low_prev;kv_high_prev;is_kv_bull;is_kv_bear;bars_since_sos;max_scan;for i;off;bars_since_sow;max_scan2;off2;p_high;p_low;is_strong_h;is_strong_l;max_liq;enough_vol_hist;is_no_supply;is_no_demand;is_in_bull_poi;is_in_bear_poi;bx;momentum_bull;buy_context;sl;tp1;tp2;momentum_bear;sell_context;bg_c;var box tr_box","WSH-03.pine(3);WSH Velo.pine(2);WSH-04.pine(2);Wish 5.2 hybrid.pine(2)","","//@version=5 | // Wyckoff-SMC Hybrid v5.0 - The Architect's Edition | indicator(""Wyckoff-SMC Hybrid [v5.0]"", ""WSH v5.0"", overlay=true, max_labels_count=500, max_boxes_count=200) |  | // ============================================================================= | // I. INPUTS - B???ng ??i???u Khi???n To??n Di???n | // ============================================================================= |  | // --- 1. Wyckoff Core Engine --- | core_group = ""1. Wyckoff Core Engine"""
